Date,Type,Subgroup,Continued claims
06/15/2019,Continued claims by wages,"$35,000 to less than $50,000",5291
06/22/2019,Continued claims by wages,"$35,000 to less than $50,000",5870
06/29/2019,Continued claims by wages,"$35,000 to less than $50,000",6038
07/06/2019,Continued claims by wages,"$35,000 to less than $50,000",6211
07/13/2019,Continued claims by wages,"$35,000 to less than $50,000",6015
07/20/2019,Continued claims by wages,"$35,000 to less than $50,000",5969
07/27/2019,Continued claims by wages,"$35,000 to less than $50,000",5949
08/03/2019,Continued claims by wages,"$35,000 to less than $50,000",6006
08/10/2019,Continued claims by wages,"$35,000 to less than $50,000",6067
08/17/2019,Continued claims by wages,"$35,000 to less than $50,000",6082
08/24/2019,Continued claims by wages,"$35,000 to less than $50,000",5902
08/31/2019,Continued claims by wages,"$35,000 to less than $50,000",5362
09/07/2019,Continued claims by wages,"$35,000 to less than $50,000",4807
09/14/2019,Continued claims by wages,"$35,000 to less than $50,000",4794
09/21/2019,Continued claims by wages,"$35,000 to less than $50,000",4766
09/28/2019,Continued claims by wages,"$35,000 to less than $50,000",4711
10/05/2019,Continued claims by wages,"$35,000 to less than $50,000",4711
10/12/2019,Continued claims by wages,"$35,000 to less than $50,000",4811
10/19/2019,Continued claims by wages,"$35,000 to less than $50,000",4734
10/26/2019,Continued claims by wages,"$35,000 to less than $50,000",4711
11/02/2019,Continued claims by wages,"$35,000 to less than $50,000",4810
11/09/2019,Continued claims by wages,"$35,000 to less than $50,000",4921
11/16/2019,Continued claims by wages,"$35,000 to less than $50,000",5065
11/23/2019,Continued claims by wages,"$35,000 to less than $50,000",5237
11/30/2019,Continued claims by wages,"$35,000 to less than $50,000",5593
12/07/2019,Continued claims by wages,"$35,000 to less than $50,000",5841
12/14/2019,Continued claims by wages,"$35,000 to less than $50,000",6216
12/21/2019,Continued claims by wages,"$35,000 to less than $50,000",7426
12/28/2019,Continued claims by wages,"$35,000 to less than $50,000",8935
01/04/2020,Continued claims by wages,"$35,000 to less than $50,000",8807
01/11/2020,Continued claims by wages,"$35,000 to less than $50,000",8116
01/18/2020,Continued claims by wages,"$35,000 to less than $50,000",8106
01/25/2020,Continued claims by wages,"$35,000 to less than $50,000",8037
02/01/2020,Continued claims by wages,"$35,000 to less than $50,000",8035
02/08/2020,Continued claims by wages,"$35,000 to less than $50,000",8097
02/15/2020,Continued claims by wages,"$35,000 to less than $50,000",8215
02/22/2020,Continued claims by wages,"$35,000 to less than $50,000",8177
02/29/2020,Continued claims by wages,"$35,000 to less than $50,000",7930
03/07/2020,Continued claims by wages,"$35,000 to less than $50,000",7877
03/14/2020,Continued claims by wages,"$35,000 to less than $50,000",8823
03/21/2020,Continued claims by wages,"$35,000 to less than $50,000",23018
03/28/2020,Continued claims by wages,"$35,000 to less than $50,000",33727
04/04/2020,Continued claims by wages,"$35,000 to less than $50,000",42120
04/11/2020,Continued claims by wages,"$35,000 to less than $50,000",46260
04/18/2020,Continued claims by wages,"$35,000 to less than $50,000",48523
04/25/2020,Continued claims by wages,"$35,000 to less than $50,000",48750
05/02/2020,Continued claims by wages,"$35,000 to less than $50,000",48541
05/09/2020,Continued claims by wages,"$35,000 to less than $50,000",46191
05/16/2020,Continued claims by wages,"$35,000 to less than $50,000",44066
05/23/2020,Continued claims by wages,"$35,000 to less than $50,000",42773
05/30/2020,Continued claims by wages,"$35,000 to less than $50,000",41217
06/06/2020,Continued claims by wages,"$35,000 to less than $50,000",38955
06/13/2020,Continued claims by wages,"$35,000 to less than $50,000",37568
06/20/2020,Continued claims by wages,"$35,000 to less than $50,000",36939
06/27/2020,Continued claims by wages,"$35,000 to less than $50,000",36583
07/04/2020,Continued claims by wages,"$35,000 to less than $50,000",36058
07/11/2020,Continued claims by wages,"$35,000 to less than $50,000",35839
07/18/2020,Continued claims by wages,"$35,000 to less than $50,000",34994
07/25/2020,Continued claims by wages,"$35,000 to less than $50,000",34308
08/01/2020,Continued claims by wages,"$35,000 to less than $50,000",32691
08/08/2020,Continued claims by wages,"$35,000 to less than $50,000",31546
08/15/2020,Continued claims by wages,"$35,000 to less than $50,000",30509
08/22/2020,Continued claims by wages,"$35,000 to less than $50,000",29601
08/29/2020,Continued claims by wages,"$35,000 to less than $50,000",28647
09/05/2020,Continued claims by wages,"$35,000 to less than $50,000",27610
09/12/2020,Continued claims by wages,"$35,000 to less than $50,000",26584
09/19/2020,Continued claims by wages,"$35,000 to less than $50,000",25691
09/26/2020,Continued claims by wages,"$35,000 to less than $50,000",24873
10/03/2020,Continued claims by wages,"$35,000 to less than $50,000",24113
10/10/2020,Continued claims by wages,"$35,000 to less than $50,000",23593
10/17/2020,Continued claims by wages,"$35,000 to less than $50,000",23257
10/24/2020,Continued claims by wages,"$35,000 to less than $50,000",22857
10/31/2020,Continued claims by wages,"$35,000 to less than $50,000",22606
11/07/2020,Continued claims by wages,"$35,000 to less than $50,000",22414
11/14/2020,Continued claims by wages,"$35,000 to less than $50,000",22224
11/21/2020,Continued claims by wages,"$35,000 to less than $50,000",22014
11/28/2020,Continued claims by wages,"$35,000 to less than $50,000",22151
12/05/2020,Continued claims by wages,"$35,000 to less than $50,000",22818
12/12/2020,Continued claims by wages,"$35,000 to less than $50,000",23135
12/19/2020,Continued claims by wages,"$35,000 to less than $50,000",23248
12/26/2020,Continued claims by wages,"$35,000 to less than $50,000",23373
01/02/2021,Continued claims by wages,"$35,000 to less than $50,000",24813
01/09/2021,Continued claims by wages,"$35,000 to less than $50,000",25486
01/16/2021,Continued claims by wages,"$35,000 to less than $50,000",25830
01/23/2021,Continued claims by wages,"$35,000 to less than $50,000",25401
01/30/2021,Continued claims by wages,"$35,000 to less than $50,000",26086
02/06/2021,Continued claims by wages,"$35,000 to less than $50,000",26290
02/13/2021,Continued claims by wages,"$35,000 to less than $50,000",26042
02/20/2021,Continued claims by wages,"$35,000 to less than $50,000",26140
02/27/2021,Continued claims by wages,"$35,000 to less than $50,000",25931
03/06/2021,Continued claims by wages,"$35,000 to less than $50,000",25619
03/13/2021,Continued claims by wages,"$35,000 to less than $50,000",25115
03/20/2021,Continued claims by wages,"$35,000 to less than $50,000",23015
03/27/2021,Continued claims by wages,"$35,000 to less than $50,000",21790
04/03/2021,Continued claims by wages,"$35,000 to less than $50,000",21260
04/10/2021,Continued claims by wages,"$35,000 to less than $50,000",21032
04/17/2021,Continued claims by wages,"$35,000 to less than $50,000",21134
04/24/2021,Continued claims by wages,"$35,000 to less than $50,000",20660
05/01/2021,Continued claims by wages,"$35,000 to less than $50,000",20533
05/08/2021,Continued claims by wages,"$35,000 to less than $50,000",20415
05/15/2021,Continued claims by wages,"$35,000 to less than $50,000",20451
05/22/2021,Continued claims by wages,"$35,000 to less than $50,000",20413
05/29/2021,Continued claims by wages,"$35,000 to less than $50,000",20223
06/05/2021,Continued claims by wages,"$35,000 to less than $50,000",19551
06/12/2021,Continued claims by wages,"$35,000 to less than $50,000",19609
06/19/2021,Continued claims by wages,"$35,000 to less than $50,000",19473
06/26/2021,Continued claims by wages,"$35,000 to less than $50,000",19460
07/03/2021,Continued claims by wages,"$35,000 to less than $50,000",18974
07/10/2021,Continued claims by wages,"$35,000 to less than $50,000",17201
07/17/2021,Continued claims by wages,"$35,000 to less than $50,000",16623
07/24/2021,Continued claims by wages,"$35,000 to less than $50,000",16149
07/31/2021,Continued claims by wages,"$35,000 to less than $50,000",15790
08/07/2021,Continued claims by wages,"$35,000 to less than $50,000",15512
08/14/2021,Continued claims by wages,"$35,000 to less than $50,000",15222
08/21/2021,Continued claims by wages,"$35,000 to less than $50,000",15027
08/28/2021,Continued claims by wages,"$35,000 to less than $50,000",14586
09/04/2021,Continued claims by wages,"$35,000 to less than $50,000",13704
09/11/2021,Continued claims by wages,"$35,000 to less than $50,000",9917
09/18/2021,Continued claims by wages,"$35,000 to less than $50,000",8252
09/25/2021,Continued claims by wages,"$35,000 to less than $50,000",7978
10/02/2021,Continued claims by wages,"$35,000 to less than $50,000",7764
10/09/2021,Continued claims by wages,"$35,000 to less than $50,000",7659
10/16/2021,Continued claims by wages,"$35,000 to less than $50,000",7502
10/23/2021,Continued claims by wages,"$35,000 to less than $50,000",7313
10/30/2021,Continued claims by wages,"$35,000 to less than $50,000",7245
11/06/2021,Continued claims by wages,"$35,000 to less than $50,000",7261
11/13/2021,Continued claims by wages,"$35,000 to less than $50,000",7180
11/20/2021,Continued claims by wages,"$35,000 to less than $50,000",7197
11/27/2021,Continued claims by wages,"$35,000 to less than $50,000",7263
12/04/2021,Continued claims by wages,"$35,000 to less than $50,000",7147
12/11/2021,Continued claims by wages,"$35,000 to less than $50,000",5472
12/18/2021,Continued claims by wages,"$35,000 to less than $50,000",5676
12/25/2021,Continued claims by wages,"$35,000 to less than $50,000",6420
01/01/2022,Continued claims by wages,"$35,000 to less than $50,000",6938
01/08/2022,Continued claims by wages,"$35,000 to less than $50,000",6695
01/15/2022,Continued claims by wages,"$35,000 to less than $50,000",6042
01/22/2022,Continued claims by wages,"$35,000 to less than $50,000",6133
01/29/2022,Continued claims by wages,"$35,000 to less than $50,000",6146
02/05/2022,Continued claims by wages,"$35,000 to less than $50,000",6232
02/12/2022,Continued claims by wages,"$35,000 to less than $50,000",6189
02/19/2022,Continued claims by wages,"$35,000 to less than $50,000",6150
02/26/2022,Continued claims by wages,"$35,000 to less than $50,000",6119
03/05/2022,Continued claims by wages,"$35,000 to less than $50,000",5800
03/12/2022,Continued claims by wages,"$35,000 to less than $50,000",5523
03/19/2022,Continued claims by wages,"$35,000 to less than $50,000",5073
03/26/2022,Continued claims by wages,"$35,000 to less than $50,000",4591
04/02/2022,Continued claims by wages,"$35,000 to less than $50,000",4203
04/09/2022,Continued claims by wages,"$35,000 to less than $50,000",3799
04/16/2022,Continued claims by wages,"$35,000 to less than $50,000",3510
01/05/2019,Continued claims by wages,"$50,000 to less than $75,000",6552
01/12/2019,Continued claims by wages,"$50,000 to less than $75,000",6303
01/19/2019,Continued claims by wages,"$50,000 to less than $75,000",6261
01/26/2019,Continued claims by wages,"$50,000 to less than $75,000",6472
02/02/2019,Continued claims by wages,"$50,000 to less than $75,000",6399
02/09/2019,Continued claims by wages,"$50,000 to less than $75,000",6435
02/16/2019,Continued claims by wages,"$50,000 to less than $75,000",6445
02/23/2019,Continued claims by wages,"$50,000 to less than $75,000",6411
03/02/2019,Continued claims by wages,"$50,000 to less than $75,000",6266
03/09/2019,Continued claims by wages,"$50,000 to less than $75,000",6251
03/16/2019,Continued claims by wages,"$50,000 to less than $75,000",6027
03/23/2019,Continued claims by wages,"$50,000 to less than $75,000",5719
03/30/2019,Continued claims by wages,"$50,000 to less than $75,000",5386
04/06/2019,Continued claims by wages,"$50,000 to less than $75,000",5043
04/13/2019,Continued claims by wages,"$50,000 to less than $75,000",5012
04/20/2019,Continued claims by wages,"$50,000 to less than $75,000",5295
04/27/2019,Continued claims by wages,"$50,000 to less than $75,000",4573
05/04/2019,Continued claims by wages,"$50,000 to less than $75,000",4375
05/11/2019,Continued claims by wages,"$50,000 to less than $75,000",4259
05/18/2019,Continued claims by wages,"$50,000 to less than $75,000",4302
05/25/2019,Continued claims by wages,"$50,000 to less than $75,000",4325
06/01/2019,Continued claims by wages,"$50,000 to less than $75,000",4323
06/08/2019,Continued claims by wages,"$50,000 to less than $75,000",4265
06/15/2019,Continued claims by wages,"$50,000 to less than $75,000",4262
06/22/2019,Continued claims by wages,"$50,000 to less than $75,000",4407
06/29/2019,Continued claims by wages,"$50,000 to less than $75,000",4465
07/06/2019,Continued claims by wages,"$50,000 to less than $75,000",4713
07/13/2019,Continued claims by wages,"$50,000 to less than $75,000",4556
07/20/2019,Continued claims by wages,"$50,000 to less than $75,000",4414
07/27/2019,Continued claims by wages,"$50,000 to less than $75,000",4393
08/03/2019,Continued claims by wages,"$50,000 to less than $75,000",4450
08/10/2019,Continued claims by wages,"$50,000 to less than $75,000",4479
08/17/2019,Continued claims by wages,"$50,000 to less than $75,000",4462
08/24/2019,Continued claims by wages,"$50,000 to less than $75,000",4356
08/31/2019,Continued claims by wages,"$50,000 to less than $75,000",4295
09/07/2019,Continued claims by wages,"$50,000 to less than $75,000",4262
09/14/2019,Continued claims by wages,"$50,000 to less than $75,000",4320
09/21/2019,Continued claims by wages,"$50,000 to less than $75,000",4292
09/28/2019,Continued claims by wages,"$50,000 to less than $75,000",4177
10/05/2019,Continued claims by wages,"$50,000 to less than $75,000",4125
10/12/2019,Continued claims by wages,"$50,000 to less than $75,000",4218
10/19/2019,Continued claims by wages,"$50,000 to less than $75,000",4208
10/26/2019,Continued claims by wages,"$50,000 to less than $75,000",4205
11/02/2019,Continued claims by wages,"$50,000 to less than $75,000",4311
11/09/2019,Continued claims by wages,"$50,000 to less than $75,000",4365
11/16/2019,Continued claims by wages,"$50,000 to less than $75,000",4479
11/23/2019,Continued claims by wages,"$50,000 to less than $75,000",4604
11/30/2019,Continued claims by wages,"$50,000 to less than $75,000",4896
12/07/2019,Continued claims by wages,"$50,000 to less than $75,000",5060
12/14/2019,Continued claims by wages,"$50,000 to less than $75,000",5365
12/21/2019,Continued claims by wages,"$50,000 to less than $75,000",6028
12/28/2019,Continued claims by wages,"$50,000 to less than $75,000",7225
01/04/2020,Continued claims by wages,"$50,000 to less than $75,000",7295
01/11/2020,Continued claims by wages,"$50,000 to less than $75,000",6878
01/18/2020,Continued claims by wages,"$50,000 to less than $75,000",6816
01/25/2020,Continued claims by wages,"$50,000 to less than $75,000",6808
02/01/2020,Continued claims by wages,"$50,000 to less than $75,000",6817
02/08/2020,Continued claims by wages,"$50,000 to less than $75,000",6932
02/15/2020,Continued claims by wages,"$50,000 to less than $75,000",7000
02/22/2020,Continued claims by wages,"$50,000 to less than $75,000",6901
02/29/2020,Continued claims by wages,"$50,000 to less than $75,000",6721
03/07/2020,Continued claims by wages,"$50,000 to less than $75,000",6631
03/14/2020,Continued claims by wages,"$50,000 to less than $75,000",6996
03/21/2020,Continued claims by wages,"$50,000 to less than $75,000",16006
03/28/2020,Continued claims by wages,"$50,000 to less than $75,000",25261
04/04/2020,Continued claims by wages,"$50,000 to less than $75,000",32966
04/11/2020,Continued claims by wages,"$50,000 to less than $75,000",36884
04/18/2020,Continued claims by wages,"$50,000 to less than $75,000",39142
04/25/2020,Continued claims by wages,"$50,000 to less than $75,000",39229
05/02/2020,Continued claims by wages,"$50,000 to less than $75,000",39164
05/09/2020,Continued claims by wages,"$50,000 to less than $75,000",36857
05/16/2020,Continued claims by wages,"$50,000 to less than $75,000",34603
05/23/2020,Continued claims by wages,"$50,000 to less than $75,000",33541
05/30/2020,Continued claims by wages,"$50,000 to less than $75,000",32125
06/06/2020,Continued claims by wages,"$50,000 to less than $75,000",30321
06/13/2020,Continued claims by wages,"$50,000 to less than $75,000",29122
06/20/2020,Continued claims by wages,"$50,000 to less than $75,000",28490
06/27/2020,Continued claims by wages,"$50,000 to less than $75,000",28582
07/04/2020,Continued claims by wages,"$50,000 to less than $75,000",28292
07/11/2020,Continued claims by wages,"$50,000 to less than $75,000",28162
07/18/2020,Continued claims by wages,"$50,000 to less than $75,000",27242
07/25/2020,Continued claims by wages,"$50,000 to less than $75,000",26736
08/01/2020,Continued claims by wages,"$50,000 to less than $75,000",25335
08/08/2020,Continued claims by wages,"$50,000 to less than $75,000",24441
08/15/2020,Continued claims by wages,"$50,000 to less than $75,000",23704
08/22/2020,Continued claims by wages,"$50,000 to less than $75,000",23097
08/29/2020,Continued claims by wages,"$50,000 to less than $75,000",22499
09/05/2020,Continued claims by wages,"$50,000 to less than $75,000",21703
09/12/2020,Continued claims by wages,"$50,000 to less than $75,000",21012
09/19/2020,Continued claims by wages,"$50,000 to less than $75,000",20175
09/26/2020,Continued claims by wages,"$50,000 to less than $75,000",19709
10/03/2020,Continued claims by wages,"$50,000 to less than $75,000",19312
10/10/2020,Continued claims by wages,"$50,000 to less than $75,000",18963
10/17/2020,Continued claims by wages,"$50,000 to less than $75,000",18865
10/24/2020,Continued claims by wages,"$50,000 to less than $75,000",18549
10/31/2020,Continued claims by wages,"$50,000 to less than $75,000",18260
11/07/2020,Continued claims by wages,"$50,000 to less than $75,000",18029
11/14/2020,Continued claims by wages,"$50,000 to less than $75,000",17960
11/21/2020,Continued claims by wages,"$50,000 to less than $75,000",17699
11/28/2020,Continued claims by wages,"$50,000 to less than $75,000",17740
12/05/2020,Continued claims by wages,"$50,000 to less than $75,000",18147
12/12/2020,Continued claims by wages,"$50,000 to less than $75,000",18250
12/19/2020,Continued claims by wages,"$50,000 to less than $75,000",18324
12/26/2020,Continued claims by wages,"$50,000 to less than $75,000",18680
01/02/2021,Continued claims by wages,"$50,000 to less than $75,000",19716
01/09/2021,Continued claims by wages,"$50,000 to less than $75,000",20296
01/16/2021,Continued claims by wages,"$50,000 to less than $75,000",20504
01/23/2021,Continued claims by wages,"$50,000 to less than $75,000",20356
01/30/2021,Continued claims by wages,"$50,000 to less than $75,000",20689
02/06/2021,Continued claims by wages,"$50,000 to less than $75,000",20955
02/13/2021,Continued claims by wages,"$50,000 to less than $75,000",20840
02/20/2021,Continued claims by wages,"$50,000 to less than $75,000",21002
02/27/2021,Continued claims by wages,"$50,000 to less than $75,000",20742
03/06/2021,Continued claims by wages,"$50,000 to less than $75,000",20393
03/13/2021,Continued claims by wages,"$50,000 to less than $75,000",19775
03/20/2021,Continued claims by wages,"$50,000 to less than $75,000",18136
03/27/2021,Continued claims by wages,"$50,000 to less than $75,000",16903
04/03/2021,Continued claims by wages,"$50,000 to less than $75,000",16422
04/10/2021,Continued claims by wages,"$50,000 to less than $75,000",15957
04/17/2021,Continued claims by wages,"$50,000 to less than $75,000",16015
04/24/2021,Continued claims by wages,"$50,000 to less than $75,000",15492
05/01/2021,Continued claims by wages,"$50,000 to less than $75,000",15436
05/08/2021,Continued claims by wages,"$50,000 to less than $75,000",15339
05/15/2021,Continued claims by wages,"$50,000 to less than $75,000",15380
05/22/2021,Continued claims by wages,"$50,000 to less than $75,000",15297
05/29/2021,Continued claims by wages,"$50,000 to less than $75,000",15170
06/05/2021,Continued claims by wages,"$50,000 to less than $75,000",14751
06/12/2021,Continued claims by wages,"$50,000 to less than $75,000",14617
06/19/2021,Continued claims by wages,"$50,000 to less than $75,000",14548
06/26/2021,Continued claims by wages,"$50,000 to less than $75,000",14311
07/03/2021,Continued claims by wages,"$50,000 to less than $75,000",14067
07/10/2021,Continued claims by wages,"$50,000 to less than $75,000",13039
07/17/2021,Continued claims by wages,"$50,000 to less than $75,000",12471
07/24/2021,Continued claims by wages,"$50,000 to less than $75,000",12159
07/31/2021,Continued claims by wages,"$50,000 to less than $75,000",11954
08/07/2021,Continued claims by wages,"$50,000 to less than $75,000",11809
08/14/2021,Continued claims by wages,"$50,000 to less than $75,000",11671
08/21/2021,Continued claims by wages,"$50,000 to less than $75,000",11463
08/28/2021,Continued claims by wages,"$50,000 to less than $75,000",11186
09/04/2021,Continued claims by wages,"$50,000 to less than $75,000",10765
09/11/2021,Continued claims by wages,"$50,000 to less than $75,000",7842
09/18/2021,Continued claims by wages,"$50,000 to less than $75,000",6658
09/25/2021,Continued claims by wages,"$50,000 to less than $75,000",6512
10/02/2021,Continued claims by wages,"$50,000 to less than $75,000",6312
10/09/2021,Continued claims by wages,"$50,000 to less than $75,000",6194
10/16/2021,Continued claims by wages,"$50,000 to less than $75,000",6110
10/23/2021,Continued claims by wages,"$50,000 to less than $75,000",5996
10/30/2021,Continued claims by wages,"$50,000 to less than $75,000",5990
11/06/2021,Continued claims by wages,"$50,000 to less than $75,000",5962
11/13/2021,Continued claims by wages,"$50,000 to less than $75,000",5915
11/20/2021,Continued claims by wages,"$50,000 to less than $75,000",5924
11/27/2021,Continued claims by wages,"$50,000 to less than $75,000",5998
12/04/2021,Continued claims by wages,"$50,000 to less than $75,000",5954
12/11/2021,Continued claims by wages,"$50,000 to less than $75,000",4573
12/18/2021,Continued claims by wages,"$50,000 to less than $75,000",4720
12/25/2021,Continued claims by wages,"$50,000 to less than $75,000",5288
01/01/2022,Continued claims by wages,"$50,000 to less than $75,000",5742
01/08/2022,Continued claims by wages,"$50,000 to less than $75,000",5659
01/15/2022,Continued claims by wages,"$50,000 to less than $75,000",5032
01/22/2022,Continued claims by wages,"$50,000 to less than $75,000",5036
01/29/2022,Continued claims by wages,"$50,000 to less than $75,000",5019
02/05/2022,Continued claims by wages,"$50,000 to less than $75,000",5136
02/12/2022,Continued claims by wages,"$50,000 to less than $75,000",5039
02/19/2022,Continued claims by wages,"$50,000 to less than $75,000",5015
02/26/2022,Continued claims by wages,"$50,000 to less than $75,000",4984
03/05/2022,Continued claims by wages,"$50,000 to less than $75,000",4794
03/12/2022,Continued claims by wages,"$50,000 to less than $75,000",4564
03/19/2022,Continued claims by wages,"$50,000 to less than $75,000",4220
03/26/2022,Continued claims by wages,"$50,000 to less than $75,000",3935
04/02/2022,Continued claims by wages,"$50,000 to less than $75,000",3629
04/09/2022,Continued claims by wages,"$50,000 to less than $75,000",3290
04/16/2022,Continued claims by wages,"$50,000 to less than $75,000",2959
01/05/2019,Continued claims by wages,"$75,000 to less than $150,000",3558
01/12/2019,Continued claims by wages,"$75,000 to less than $150,000",3400
01/19/2019,Continued claims by wages,"$75,000 to less than $150,000",3351
01/26/2019,Continued claims by wages,"$75,000 to less than $150,000",3389
02/02/2019,Continued claims by wages,"$75,000 to less than $150,000",3343
02/09/2019,Continued claims by wages,"$75,000 to less than $150,000",3369
02/16/2019,Continued claims by wages,"$75,000 to less than $150,000",3386
02/23/2019,Continued claims by wages,"$75,000 to less than $150,000",3431
03/02/2019,Continued claims by wages,"$75,000 to less than $150,000",3365
03/09/2019,Continued claims by wages,"$75,000 to less than $150,000",3361
03/16/2019,Continued claims by wages,"$75,000 to less than $150,000",3232
03/23/2019,Continued claims by wages,"$75,000 to less than $150,000",3107
03/30/2019,Continued claims by wages,"$75,000 to less than $150,000",3037
04/06/2019,Continued claims by wages,"$75,000 to less than $150,000",2988
04/13/2019,Continued claims by wages,"$75,000 to less than $150,000",2998
04/20/2019,Continued claims by wages,"$75,000 to less than $150,000",3266
04/27/2019,Continued claims by wages,"$75,000 to less than $150,000",3027
05/04/2019,Continued claims by wages,"$75,000 to less than $150,000",2988
05/11/2019,Continued claims by wages,"$75,000 to less than $150,000",2940
05/18/2019,Continued claims by wages,"$75,000 to less than $150,000",2913
05/25/2019,Continued claims by wages,"$75,000 to less than $150,000",2926
06/01/2019,Continued claims by wages,"$75,000 to less than $150,000",2960
06/08/2019,Continued claims by wages,"$75,000 to less than $150,000",2927
06/15/2019,Continued claims by wages,"$75,000 to less than $150,000",2942
06/22/2019,Continued claims by wages,"$75,000 to less than $150,000",3039
06/29/2019,Continued claims by wages,"$75,000 to less than $150,000",3057
07/06/2019,Continued claims by wages,"$75,000 to less than $150,000",3231
07/13/2019,Continued claims by wages,"$75,000 to less than $150,000",3149
07/20/2019,Continued claims by wages,"$75,000 to less than $150,000",3119
07/27/2019,Continued claims by wages,"$75,000 to less than $150,000",3101
08/03/2019,Continued claims by wages,"$75,000 to less than $150,000",3100
08/10/2019,Continued claims by wages,"$75,000 to less than $150,000",3097
08/17/2019,Continued claims by wages,"$75,000 to less than $150,000",3057
08/24/2019,Continued claims by wages,"$75,000 to less than $150,000",3071
08/31/2019,Continued claims by wages,"$75,000 to less than $150,000",3037
09/07/2019,Continued claims by wages,"$75,000 to less than $150,000",3008
09/14/2019,Continued claims by wages,"$75,000 to less than $150,000",2976
09/21/2019,Continued claims by wages,"$75,000 to less than $150,000",2965
09/28/2019,Continued claims by wages,"$75,000 to less than $150,000",2922
10/05/2019,Continued claims by wages,"$75,000 to less than $150,000",2932
10/12/2019,Continued claims by wages,"$75,000 to less than $150,000",2933
10/19/2019,Continued claims by wages,"$75,000 to less than $150,000",2960
10/26/2019,Continued claims by wages,"$75,000 to less than $150,000",2971
11/02/2019,Continued claims by wages,"$75,000 to less than $150,000",3009
11/09/2019,Continued claims by wages,"$75,000 to less than $150,000",3097
11/16/2019,Continued claims by wages,"$75,000 to less than $150,000",3159
11/23/2019,Continued claims by wages,"$75,000 to less than $150,000",3221
11/30/2019,Continued claims by wages,"$75,000 to less than $150,000",3301
12/07/2019,Continued claims by wages,"$75,000 to less than $150,000",3361
12/14/2019,Continued claims by wages,"$75,000 to less than $150,000",3418
12/21/2019,Continued claims by wages,"$75,000 to less than $150,000",3629
12/28/2019,Continued claims by wages,"$75,000 to less than $150,000",4388
01/04/2020,Continued claims by wages,"$75,000 to less than $150,000",4415
01/11/2020,Continued claims by wages,"$75,000 to less than $150,000",4126
01/18/2020,Continued claims by wages,"$75,000 to less than $150,000",4094
01/25/2020,Continued claims by wages,"$75,000 to less than $150,000",4076
02/01/2020,Continued claims by wages,"$75,000 to less than $150,000",4061
02/08/2020,Continued claims by wages,"$75,000 to less than $150,000",4124
02/15/2020,Continued claims by wages,"$75,000 to less than $150,000",4143
02/22/2020,Continued claims by wages,"$75,000 to less than $150,000",4084
02/29/2020,Continued claims by wages,"$75,000 to less than $150,000",4010
03/07/2020,Continued claims by wages,"$75,000 to less than $150,000",3972
03/14/2020,Continued claims by wages,"$75,000 to less than $150,000",4026
03/21/2020,Continued claims by wages,"$75,000 to less than $150,000",7312
03/28/2020,Continued claims by wages,"$75,000 to less than $150,000",11983
04/04/2020,Continued claims by wages,"$75,000 to less than $150,000",16802
04/11/2020,Continued claims by wages,"$75,000 to less than $150,000",19430
04/18/2020,Continued claims by wages,"$75,000 to less than $150,000",20974
04/25/2020,Continued claims by wages,"$75,000 to less than $150,000",21133
05/02/2020,Continued claims by wages,"$75,000 to less than $150,000",21496
05/09/2020,Continued claims by wages,"$75,000 to less than $150,000",20269
05/16/2020,Continued claims by wages,"$75,000 to less than $150,000",19119
05/23/2020,Continued claims by wages,"$75,000 to less than $150,000",19109
05/30/2020,Continued claims by wages,"$75,000 to less than $150,000",18332
06/06/2020,Continued claims by wages,"$75,000 to less than $150,000",17205
06/13/2020,Continued claims by wages,"$75,000 to less than $150,000",17309
06/20/2020,Continued claims by wages,"$75,000 to less than $150,000",16496
06/27/2020,Continued claims by wages,"$75,000 to less than $150,000",17217
07/04/2020,Continued claims by wages,"$75,000 to less than $150,000",16917
07/11/2020,Continued claims by wages,"$75,000 to less than $150,000",16782
07/18/2020,Continued claims by wages,"$75,000 to less than $150,000",15857
07/25/2020,Continued claims by wages,"$75,000 to less than $150,000",16020
08/01/2020,Continued claims by wages,"$75,000 to less than $150,000",14649
08/08/2020,Continued claims by wages,"$75,000 to less than $150,000",14163
08/15/2020,Continued claims by wages,"$75,000 to less than $150,000",14361
08/22/2020,Continued claims by wages,"$75,000 to less than $150,000",13529
08/29/2020,Continued claims by wages,"$75,000 to less than $150,000",13702
09/05/2020,Continued claims by wages,"$75,000 to less than $150,000",13204
09/12/2020,Continued claims by wages,"$75,000 to less than $150,000",12762
09/19/2020,Continued claims by wages,"$75,000 to less than $150,000",11813
09/26/2020,Continued claims by wages,"$75,000 to less than $150,000",11925
10/03/2020,Continued claims by wages,"$75,000 to less than $150,000",11239
10/10/2020,Continued claims by wages,"$75,000 to less than $150,000",11446
10/17/2020,Continued claims by wages,"$75,000 to less than $150,000",11079
10/24/2020,Continued claims by wages,"$75,000 to less than $150,000",11023
10/31/2020,Continued claims by wages,"$75,000 to less than $150,000",10916
11/07/2020,Continued claims by wages,"$75,000 to less than $150,000",10805
11/14/2020,Continued claims by wages,"$75,000 to less than $150,000",10703
11/21/2020,Continued claims by wages,"$75,000 to less than $150,000",10401
11/28/2020,Continued claims by wages,"$75,000 to less than $150,000",10537
12/05/2020,Continued claims by wages,"$75,000 to less than $150,000",10458
12/12/2020,Continued claims by wages,"$75,000 to less than $150,000",10404
